,id,date,bedrooms,sqft_lot,price,level
94,6021501535,2014-12-23,3,5000,700000.0,high
95,1483300570,2014-09-08,4,10250,905000.0,high
96,3422049190,2015-03-30,3,15681,247500.0,low
97,1099611230,2014-09-12,4,6400,199000.0,low
98,722079104,2014-07-11,3,41800,314000.0,low
99,7338200240,2014-05-16,3,36847,437500.0,low
100,1952200240,2014-06-11,3,13241,850830.0,high
101,5200100125,2014-10-27,3,3478,555000.0,high
102,7214720075,2014-12-12,3,107593,699950.0,high
103,2450000295,2014-10-07,3,8113,1088000.0,high
104,6197800045,2014-09-24,3,33919,290000.0,low
105,1328310370,2015-04-02,3,10005,375000.0,low
106,546000875,2014-05-23,3,4005,460000.0,low
107,3530510041,2014-07-23,2,2493,188500.0,low
108,1853000400,2015-03-05,4,28037,680000.0,high
109,3134100116,2014-08-27,5,12342,470000.0,low
110,9545230140,2014-07-25,4,9624,597750.0,high
111,3362400511,2015-03-04,3,3328,570000.0,high
112,2525310310,2014-09-16,3,12600,272500.0,low
113,6126500060,2014-11-24,3,5969,329950.0,low
114,8961960160,2014-10-28,4,16171,480000.0,low
115,3626039325,2014-11-21,3,6350,740500.0,high
116,3362400431,2014-06-26,3,1102,518500.0,low
117,4060000240,2014-06-23,2,6780,205425.0,low
118,3454800060,2015-01-08,4,9600,171800.0,low
119,1695900060,2015-05-11,4,2982,535000.0,low
120,7278700070,2015-01-02,3,6474,660000.0,high
121,6675500070,2014-11-19,3,9132,391500.0,low
122,3626039187,2015-04-06,2,6000,395000.0,low
123,3524049083,2014-11-04,4,4400,445000.0,low
124,3275860240,2014-06-18,3,10204,770000.0,high
125,4389200955,2015-03-02,4,17789,1450000.0,high
126,4058801670,2014-07-17,3,8201,445000.0,low
127,8732020310,2014-07-17,4,8811,260000.0,low
128,2331300505,2014-06-13,5,4960,822500.0,high
129,7853210060,2015-04-06,4,4310,430000.0,low
130,3668000070,2015-01-05,3,7875,212000.0,low
131,9545240070,2015-04-28,4,9603,660500.0,high
132,1243100136,2014-06-12,3,111078,784000.0,high
133,8929000270,2014-05-12,3,2287,453246.0,low
134,2767602356,2015-01-26,4,2278,675000.0,high
135,921049315,2014-08-13,3,17390,199000.0,low
136,3655000070,2014-08-05,4,7840,220000.0,low
137,4027700812,2014-05-29,4,10002,452000.0,low
138,3992700335,2014-07-07,2,4440,382500.0,low
139,2767603505,2014-05-07,3,1249,519950.0,low
140,4232901525,2014-06-27,2,3200,665000.0,high
141,1777500060,2014-07-08,5,9375,527700.0,low
142,1432900240,2015-05-08,3,8579,205000.0,low
143,6140100875,2015-04-15,3,8097,420000.0,low
144,6071600370,2015-02-27,4,8517,500000.0,low
145,1526069017,2014-12-03,4,315374,921500.0,high
146,809001525,2014-06-25,4,4000,890000.0,high
147,3224079105,2014-08-06,2,60984,430000.0,low
148,8075400570,2014-10-30,5,12500,258000.0,low
149,1994200024,2014-11-04,3,3455,511000.0,low
150,3362900810,2014-08-20,3,3090,532170.0,low
151,1324300398,2015-04-09,3,5000,560000.0,high
152,537000445,2015-03-31,3,8200,282950.0,low
153,7855801670,2015-04-01,4,19850,2250000.0,high
154,7920100045,2014-05-16,1,5100,350000.0,low
155,8960000030,2014-07-28,3,7669,215000.0,low
156,6388930390,2014-11-20,5,25245,650000.0,high
157,8731900200,2014-08-07,4,7500,320000.0,low
158,8029200135,2014-11-13,3,7198,247000.0,low
159,1081200350,2014-10-03,4,11180,320000.0,low
160,84000105,2014-05-07,5,8632,255000.0,low
161,3756500060,2015-03-09,3,9660,438000.0,low
162,7215720160,2015-03-04,3,16603,900000.0,high
163,3574800520,2014-06-20,3,7280,441000.0,low
164,2617300160,2014-08-12,3,38332,420000.0,low
165,2558660270,2014-12-08,3,7000,370000.0,low
166,2009000370,2015-02-19,2,7250,269950.0,low
167,1836980160,2015-03-24,4,4499,807100.0,high
168,3261020370,2014-06-05,3,9750,653000.0,high
169,1755700060,2014-06-11,3,8336,371500.0,low
170,4330600435,2015-03-16,3,21000,284000.0,low
171,9542800700,2015-01-02,3,7140,272000.0,low
172,1999700045,2014-05-02,3,7912,313000.0,low
173,1762600070,2015-01-16,4,35003,917500.0,high
174,1687900520,2014-09-29,4,8190,673000.0,high
175,7234600798,2015-02-10,3,1100,425000.0,low
176,3881900445,2014-07-09,5,5400,399950.0,low
177,2254502445,2014-05-30,3,4800,385000.0,low
178,5437810320,2014-11-17,3,7560,269950.0,low
179,9158100075,2015-01-07,2,8220,330000.0,low
180,3830630310,2014-07-25,3,5797,260000.0,low
181,8123100045,2015-04-14,4,5125,470000.0,low
182,3127200041,2014-06-13,4,9600,589000.0,high
183,6661200320,2014-07-23,2,3419,163500.0,low
184,11510310,2014-09-05,4,13412,835000.0,high
185,825059270,2014-11-21,5,12850,1095000.0,high
186,8731951370,2015-04-15,4,10000,269000.0,low
187,1954440060,2014-05-05,3,8744,560000.0,high
188,2264500350,2015-04-18,4,2400,615000.0,high
189,1115810060,2014-12-05,3,10026,585188.0,high
190,9477200200,2014-08-18,3,9480,305000.0,low
191,1432600560,2014-11-05,3,8820,166950.0,low
192,2287000060,2014-09-12,3,9897,799000.0,high
193,3663500060,2014-06-25,3,7508,400000.0,low
194,3996900125,2014-12-01,3,10228,230000.0,low
195,7796450200,2014-05-15,3,5025,256883.0,low
196,7549802535,2014-11-11,4,6480,423000.0,low
197,3278600320,2014-07-23,3,4084,465000.0,low
198,2824079053,2015-01-13,3,66211,440000.0,low
199,1222069094,2014-10-14,3,155073,385000.0,low
200,3542300060,2015-03-11,3,11725,210000.0,low
201,2222059065,2014-11-12,3,14952,297000.0,low
202,7551300060,2014-07-16,3,5000,470000.0,low
203,100600550,2014-08-04,3,7370,226500.0,low
204,3211100860,2015-03-03,3,8450,274250.0,low
205,3456000310,2014-08-04,4,11010,840000.0,high
206,9526600140,2014-09-19,3,4587,677900.0,high
207,7465900060,2015-02-05,3,5864,425000.0,low
208,1222000055,2014-11-23,2,9600,180250.0,low
209,6300000550,2014-07-17,6,3404,464000.0,low
210,2310030510,2015-04-22,4,7579,320000.0,low
211,1025049114,2014-07-17,3,1566,625504.0,high
212,8677300550,2014-05-15,4,12032,592500.0,high
213,4014400292,2015-01-14,3,17936,465000.0,low
214,1102000196,2014-05-27,4,6270,477000.0,low
215,257000138,2015-01-15,2,16400,280000.0,low
216,46100204,2015-02-21,5,33474,1505000.0,high
217,1909600046,2014-07-03,3,5692,445838.0,low
218,1250202145,2014-08-28,2,14864,1072000.0,high
219,7611200125,2014-10-23,2,10800,467000.0,low
220,5611500140,2014-08-22,4,6440,686000.0,high
221,7138000260,2014-06-05,3,9750,279950.0,low
222,626059335,2014-09-04,4,19436,527000.0,low
223,1922059282,2014-09-18,3,16020,325000.0,low
224,705700390,2014-09-03,3,8379,328000.0,low
225,7454001200,2014-06-04,3,7500,390000.0,low
226,8682281200,2015-03-09,2,6516,479950.0,low
227,7972000200,2014-05-29,4,9753,264950.0,low
228,722059070,2015-01-15,3,15246,235000.0,low
229,7202340400,2015-03-03,3,4729,516500.0,low
230,8096000060,2015-04-13,2,15798,655000.0,high
231,2424000060,2014-06-16,4,15347,500000.0,low
232,9264902050,2014-11-21,6,7350,315000.0,low
233,943100260,2014-11-20,2,10200,213000.0,low
234,3677400445,2014-09-02,3,5280,475000.0,low
235,1762600320,2014-06-10,5,28040,1025000.0,high
236,4058000060,2015-04-09,3,94300,416000.0,low
237,7228500560,2015-03-20,4,4740,410000.0,low
238,326069104,2014-07-01,3,221284,800000.0,high
239,5152100060,2014-05-29,6,14034,472000.0,low
240,3584000310,2014-12-08,3,8505,225000.0,low
241,8150100045,2014-10-01,2,6000,210000.0,low
242,1868901275,2015-01-27,2,5000,455000.0,low
243,6131600075,2015-04-27,3,8316,225000.0,low
244,9468200125,2014-08-26,2,3060,480000.0,low
245,8029510030,2015-02-12,3,11872,363000.0,low
246,2025069065,2014-09-29,4,8354,2400000.0,high
247,7899800890,2015-02-26,2,5120,181000.0,low
248,3021059276,2015-03-14,4,7312,250000.0,low
249,3797001895,2015-04-22,3,3000,481000.0,low
250,3832710960,2014-09-23,3,7209,260000.0,low
251,1310430400,2014-05-13,4,7685,455000.0,low
252,1422300030,2015-04-01,3,36224,415000.0,low
253,1105000588,2015-04-21,3,3538,349500.0,low
254,3830630060,2014-09-29,3,7442,245000.0,low
255,5101404898,2014-05-19,2,9191,592500.0,high
256,7972601890,2014-10-20,4,7620,385000.0,low
257,5127001620,2015-02-11,3,11455,315000.0,low
258,9407100800,2014-11-24,3,10170,255000.0,low
259,1873100060,2014-08-29,4,4425,693000.0,high
260,8722101360,2014-12-02,3,4400,780000.0,high
261,8644000060,2014-10-24,3,8470,237000.0,low
262,3325069129,2014-12-16,3,40510,525000.0,low
263,1400300055,2015-04-28,2,5040,425000.0,low
264,2123039032,2014-10-27,1,10079,369900.0,low
265,8078560140,2014-05-19,4,7280,290000.0,low
266,3438500192,2014-09-29,3,10701,285000.0,low
267,7974200510,2014-08-14,2,4500,415000.0,low
268,2557000400,2015-04-09,3,9900,272500.0,low
269,7960900060,2015-05-04,4,20100,2900000.0,high
270,4054500390,2014-10-07,4,57346,1365000.0,high
271,6378500125,2015-05-01,2,7538,436000.0,low
272,1745100140,2014-10-17,3,11390,210000.0,low
273,2976800796,2014-09-25,3,5898,236000.0,low
274,4235400186,2014-11-24,3,1306,331000.0,low
275,4215100060,2015-03-20,3,4510,365000.0,low
276,9189700045,2015-01-27,3,16258,450000.0,low
277,1126049053,2014-11-13,4,26300,770000.0,high
278,2022069200,2015-05-05,4,49375,455000.0,low
279,9412900055,2015-05-05,3,6000,405000.0,low
280,1722059235,2014-07-03,4,11325,304900.0,low
281,6874200960,2015-02-27,2,5265,170000.0,low
282,7424700045,2015-05-13,5,8480,2050000.0,high
283,7202360350,2014-06-30,4,7048,780000.0,high
284,5634500392,2015-04-10,3,13959,330000.0,low
285,1509500060,2014-09-05,4,8666,370000.0,low
286,7214810350,2014-10-17,5,13500,467000.0,low
287,6647200060,2015-02-09,3,6720,405000.0,low
288,9552700140,2014-07-02,5,10300,675000.0,high
289,2200500350,2014-08-12,2,14100,500000.0,low
290,6113400046,2014-07-23,4,15770,389999.0,low
291,6619910140,2015-02-24,4,9025,630000.0,high
292,1115450240,2014-10-22,4,9528,360000.0,low
293,6073240060,2014-10-02,4,11060,580000.0,high
294,9297300045,2014-07-09,3,4166,550000.0,high
295,9510920070,2014-07-10,4,22111,879000.0,high
296,5468730030,2014-08-22,3,8959,265000.0,low
297,8079030390,2015-03-04,3,7286,446500.0,low
298,600000152,2014-06-02,3,8880,404000.0,low
299,1840000030,2014-05-29,3,11914,267500.0,low
300,3225069065,2014-06-24,4,18641,3075000.0,high
301,3260800030,2014-08-11,3,7632,335000.0,low
302,2747100024,2014-06-19,3,9000,576000.0,high
303,5104530560,2015-04-01,3,3810,208633.0,low
304,4330600350,2015-01-15,3,8750,315000.0,low
305,5016001535,2015-02-17,3,3300,725000.0,high
306,7280300196,2015-04-03,4,7750,550000.0,high
307,8651520400,2014-06-12,4,7297,610750.0,high
308,7171200445,2015-02-28,2,5000,550700.0,high
309,3204800200,2015-01-08,4,10574,665000.0,high
310,3416600800,2015-02-09,4,4000,834000.0,high
311,7994700030,2014-10-23,5,78408,201000.0,low
312,1860600135,2014-05-02,5,9050,2384000.0,high
313,4139480200,2014-06-18,4,12103,1384000.0,high
314,4139480200,2014-12-09,4,12103,1400000.0,high
315,1328320800,2014-11-05,4,7700,305000.0,low
316,7771300125,2015-04-08,3,14052,487000.0,low
317,3422059208,2015-05-11,3,64904,390000.0,low
318,9521101455,2014-07-23,2,3864,548000.0,high
319,4337000335,2014-11-22,4,8775,268750.0,low
320,325059286,2014-05-13,5,7119,819900.0,high
321,2597650240,2014-10-23,3,16200,520000.0,low
322,3353400435,2014-07-21,3,11204,230000.0,low
323,7972000240,2015-02-02,3,10248,240000.0,low
324,7520000520,2014-09-05,2,12092,232000.0,low
325,7520000520,2015-03-11,2,12092,240500.0,low
326,3530210260,2014-10-27,3,45004,274975.0,low
327,1959700550,2014-09-05,4,4400,740000.0,high
328,1665400045,2015-04-28,3,7636,186375.0,low
329,9542850320,2014-07-25,3,10289,790000.0,high
330,3179100060,2014-09-16,4,6750,880000.0,high
331,2946001550,2015-04-16,6,11180,279000.0,low
332,8078490390,2014-07-29,3,10530,295000.0,low
333,9550201550,2015-04-08,2,5000,640000.0,high
334,191100045,2014-07-03,4,9525,940000.0,high
335,5009600070,2014-10-07,4,5238,260000.0,low
336,200350070,2014-06-02,3,5569,559900.0,high
337,2877103726,2014-07-22,4,3500,791500.0,high
338,405100295,2014-08-26,3,8250,265000.0,low
339,4268200055,2015-05-01,3,11547,245000.0,low
340,3126069068,2015-04-24,4,43995,485000.0,low
341,1115300070,2014-11-06,4,8414,684000.0,high
342,6414100671,2014-09-09,3,6840,425000.0,low
343,7004200060,2014-10-17,4,20000,309600.0,low
344,7852110140,2014-07-18,4,5823,552250.0,high
345,3969300030,2014-07-23,4,7134,165000.0,low
346,3969300030,2014-12-29,4,7134,239900.0,low
347,4048400070,2014-12-05,2,32633,320000.0,low
348,808000070,2014-10-21,3,13464,206600.0,low
349,7374200030,2015-04-16,4,7690,387000.0,low
350,7325600160,2014-06-04,1,12120,299000.0,low
351,2757000030,2014-09-22,4,10460,855000.0,high
352,616000140,2015-01-26,3,14400,315000.0,low
353,3363900111,2014-12-03,2,3120,437500.0,low
354,9262800171,2015-03-24,4,19800,252000.0,low
355,6607000126,2014-06-04,4,7475,375000.0,low
356,5416510830,2014-08-06,4,4862,300000.0,low
357,2201500030,2014-10-06,4,9600,420000.0,low
358,325059171,2014-05-05,3,77972,900000.0,high
359,952003285,2014-08-05,3,5750,679900.0,high
360,3211290370,2014-06-05,3,29970,463000.0,low
361,1072010350,2014-08-28,5,11340,380000.0,low
362,8856950070,2014-12-10,4,7912,329500.0,low
363,925059078,2014-08-19,3,5608,604950.0,high
364,7855801090,2014-09-17,5,9570,795000.0,high
365,723099065,2015-01-30,3,40438,465000.0,low
366,6116500075,2015-03-26,4,10400,673000.0,high
367,1118500030,2014-10-01,4,15420,810000.0,high
368,424069250,2015-04-23,4,69415,785000.0,high
369,3291800710,2014-11-20,4,7500,338000.0,low
370,6838700060,2014-12-04,3,7222,280000.0,low
371,2231500030,2014-10-01,4,10754,315000.0,low
372,2231500030,2015-03-24,4,10754,530000.0,low
373,7683900200,2014-12-23,5,9914,380000.0,low
374,8155830060,2014-08-11,3,7562,297000.0,low
375,98020310,2014-05-20,4,7331,730000.0,high
376,9423400140,2014-06-09,3,13500,450000.0,low
377,1545804860,2014-10-27,3,7750,275000.0,low
378,2883200160,2015-04-29,4,2849,595000.0,high
379,7132300695,2015-04-21,3,3348,435000.0,low
380,1726059053,2014-09-16,2,209959,270000.0,low
381,624111000,2014-08-05,3,14338,950000.0,high
382,808300310,2015-03-13,4,5337,389000.0,low
383,8563040160,2015-01-21,4,7800,560000.0,high
384,713500030,2014-07-28,5,14984,1350000.0,high
385,8651600160,2014-11-11,4,11585,799000.0,high
386,9517200030,2014-06-25,3,9600,365500.0,low
387,2460700700,2014-05-15,3,7352,252350.0,low
388,1223039290,2014-09-05,4,13780,403950.0,low
389,2890100060,2014-08-01,4,10726,385000.0,low
390,7972600860,2014-12-10,4,7620,345000.0,low
391,8857320070,2014-09-17,3,3128,490000.0,low
392,4047200695,2014-06-18,3,26977,330000.0,low
393,1653500070,2014-05-12,4,12090,927000.0,high
394,1923000030,2014-07-28,4,16619,1118000.0,high
395,3649100320,2015-04-30,2,10000,330000.0,low
396,7375300160,2015-03-09,5,8800,530000.0,low
397,5175800060,2014-06-23,4,25600,365000.0,low
398,1604601375,2014-06-19,3,3000,378750.0,low
399,2473251090,2014-06-19,4,8750,269900.0,low
400,9126100861,2015-03-06,3,2096,557000.0,high
401,3420069065,2014-08-25,4,16980,360000.0,low
402,6021501685,2015-04-22,2,5000,352000.0,low
403,1151100070,2015-02-24,3,22357,437000.0,low
404,8856950240,2014-06-18,4,6753,322500.0,low
405,9385200055,2014-09-12,3,2000,650000.0,high
406,7821200390,2014-08-06,3,1213,450000.0,low
407,8078520310,2015-04-17,3,5250,278500.0,low
408,1565950030,2015-04-27,4,6957,364950.0,low
409,1560930070,2014-09-11,4,40139,840000.0,high
410,6700400140,2015-03-18,3,8134,268000.0,low
411,2422029094,2014-07-16,2,143947,517534.0,low
412,1774220160,2014-11-04,3,32239,632925.0,high
413,1525200060,2014-07-23,3,7251,577500.0,high
414,1678400105,2015-02-12,4,7480,339000.0,low
415,3426059070,2014-09-09,3,37461,570000.0,high
416,824079032,2014-06-26,4,174240,563500.0,high
417,2697100140,2015-01-05,4,9351,423000.0,low
418,8724300030,2014-12-23,3,5028,355000.0,low
419,8678500060,2014-07-10,5,171626,1550000.0,high
420,625049299,2014-12-03,2,3960,482000.0,low
421,6073200075,2014-07-30,3,9135,625000.0,high
422,6388900710,2014-12-19,3,11632,538000.0,low
423,1442860160,2015-01-07,3,10255,380000.0,low
424,7942600310,2014-07-17,2,5120,375000.0,low
425,1545808560,2015-04-03,3,8500,245000.0,low
426,936000060,2014-11-14,5,27260,310000.0,low
427,9808650060,2015-02-25,3,15021,1300000.0,high
428,3754700160,2014-05-06,4,7680,397000.0,low
429,305500140,2015-05-12,3,4052,365000.0,low
430,5468750060,2014-10-28,4,8250,328500.0,low
431,2944010240,2014-09-08,4,19700,988000.0,high
432,3454000060,2014-07-22,4,3277,1000000.0,high
433,646910160,2014-09-03,3,2138,237000.0,low
434,8564950390,2014-09-19,4,5280,525000.0,low
435,2268400350,2014-09-16,4,9627,749000.0,high
436,7504101040,2014-08-21,5,11800,722500.0,high
437,11500890,2015-03-12,3,8750,843000.0,high
438,9528102772,2014-07-08,2,1372,438000.0,low
439,284000223,2014-09-16,3,10875,578000.0,high
440,3353401710,2014-09-23,3,8230,227950.0,low
441,8159610030,2014-07-22,3,11576,196000.0,low
442,3179100435,2014-07-15,2,5332,641000.0,high
443,822079033,2015-04-22,3,219978,350000.0,low
444,8857600960,2014-08-19,3,7980,205000.0,low
445,1774000200,2014-12-02,3,9102,400000.0,low
446,2024069128,2014-11-10,3,9816,1030000.0,high
447,1049010390,2015-03-19,3,5460,505000.0,low
448,7905370390,2014-10-09,5,7200,475000.0,low
449,4140090240,2014-11-05,3,9263,520000.0,low
450,4055700030,2015-05-02,3,24920,1450000.0,high
451,3775300030,2014-12-31,3,9732,333500.0,low
452,2525300030,2015-02-22,3,10403,232000.0,low
453,1324059104,2015-04-21,3,16117,691100.0,high
454,2287000030,2014-10-14,3,9897,811000.0,high
455,7702010030,2014-05-20,3,5802,551000.0,high
456,1529200340,2015-01-08,3,3640,496500.0,low
457,2122039094,2014-11-26,3,20978,705000.0,high
458,1742800030,2014-06-12,4,9225,578000.0,high
459,1796360350,2015-01-28,3,8659,255000.0,low
460,6154500070,2014-06-26,4,7832,1050000.0,high
461,1843100340,2015-03-05,3,8491,348000.0,low
462,8944290160,2014-11-04,3,3413,230000.0,low
463,4166600473,2014-12-09,4,11250,359500.0,low
464,7282300125,2014-11-12,3,7000,330000.0,low
465,8658300340,2014-05-23,1,5050,80000.0,low
466,2419600075,2014-12-01,3,6360,465000.0,low
467,2621760350,2014-10-15,4,7324,325000.0,low
468,1723049270,2015-01-07,3,28025,340500.0,low
469,4123840310,2015-01-06,3,5192,342500.0,low
470,2172000075,2014-06-23,2,17600,290900.0,low
471,8651611170,2015-02-13,3,6161,868700.0,high
472,8820902200,2014-11-13,4,8400,1199000.0,high
473,8651610890,2014-10-14,4,10259,1150000.0,high
474,1853080570,2014-08-11,4,6298,859900.0,high
475,3629920030,2014-08-08,4,3006,520000.0,low
476,1604602050,2014-07-11,3,2527,460000.0,low
477,6844700810,2014-09-01,3,4590,438924.0,low
478,66000070,2015-04-06,2,6550,315000.0,low
479,6665800030,2014-07-18,4,10650,590000.0,high
480,2205700350,2014-11-04,4,8640,378500.0,low
481,5466000030,2014-06-03,3,8130,328500.0,low
482,6189200125,2015-03-25,3,9773,849950.0,high
483,9169600135,2014-10-27,3,6000,525000.0,low
484,2625069070,2015-04-10,4,181319,1385000.0,high
485,8732131090,2015-04-28,4,7725,295000.0,low
486,9286000240,2014-07-11,6,11793,1067000.0,high
487,1895000260,2014-07-21,2,5000,207950.0,low
488,8691370400,2014-12-16,4,7302,699900.0,high
489,5423010350,2015-02-10,5,9500,1280000.0,high
490,8562501040,2014-11-20,4,7350,452000.0,low
491,2475200140,2015-02-05,3,5036,370000.0,low
492,7942100310,2015-01-27,3,11230,232000.0,low
493,3760000030,2014-10-30,5,14062,669950.0,high
494,1727500340,2014-06-14,3,6710,397500.0,low
495,9828702519,2014-05-12,2,1391,490000.0,low
496,4432600075,2015-01-28,4,4140,725000.0,high
497,7806300030,2014-09-17,3,19635,299000.0,low
498,9274202270,2014-08-18,2,5750,625000.0,high
499,7852030960,2014-11-06,3,4500,437500.0,low
500,7852170140,2015-05-10,4,5438,650000.0,high
501,7518503335,2014-05-19,2,3825,475000.0,low
502,5467900070,2014-05-02,3,11947,342000.0,low
503,1245002952,2014-10-15,4,7800,1197350.0,high
504,8906200070,2015-02-10,3,11610,280000.0,low
505,5379805885,2014-05-21,2,7200,240000.0,low
506,2769600560,2014-05-27,3,3328,529000.0,low
507,9238901420,2015-02-02,3,5100,442000.0,low
508,5113400431,2014-05-08,2,6872,615000.0,high
509,3885805665,2014-06-12,4,10800,1485000.0,high
510,8121200810,2015-05-05,4,7559,585000.0,high
511,5126310400,2015-03-05,4,7787,480000.0,low
512,7322910030,2014-07-21,5,57063,1095000.0,high
513,2827100070,2014-11-05,4,8184,290000.0,low
514,9276201895,2014-08-20,3,5000,615000.0,high
515,4402700070,2015-03-11,2,7680,300000.0,low
516,1922059046,2014-10-29,3,39150,308000.0,low
517,925059288,2015-05-07,3,7745,750000.0,high
518,4386700135,2014-11-14,4,8036,2250000.0,high
519,1923069078,2014-08-05,4,194278,890000.0,high
520,1432400335,2015-03-25,3,7560,288000.0,low
521,1180003090,2014-09-06,2,6000,190000.0,low
522,726049331,2015-03-26,5,5105,515000.0,low
523,3340401555,2014-11-05,4,11054,235000.0,low
524,7453000070,2014-08-18,2,5000,275000.0,low
525,4348800030,2014-11-21,2,9119,727500.0,high
526,7202331420,2014-06-20,4,6587,650000.0,high
527,3225079035,2014-06-18,6,230652,1600000.0,high
528,6381500700,2014-11-05,4,7085,365000.0,low
529,339500160,2014-10-08,3,36947,662000.0,high
530,1545807610,2015-04-29,3,7848,270500.0,low
531,1843200240,2015-05-05,2,1898,200000.0,low
532,4403600270,2015-02-24,4,76230,970000.0,high
533,2008200060,2014-06-24,3,9600,160000.0,low
534,1521069070,2015-02-18,3,7405,204000.0,low
535,2459500310,2015-02-18,3,6655,358000.0,low
536,6204420070,2015-05-01,4,8268,452000.0,low
